String,Double,Double,String,Double,Double,Double,Double,Double
DateTime,SpotPrice_RRP,TotalDemand,WeatherType,Temperature,WindSpeed,Cloud,Humidity,Rain
2024/4/1 0:30,56.1,6537.55,晴,21.2,2,0,86,0
2024/4/1 1:00,51.64,6305.32,晴,20.8,2,0,87.5,0
2024/4/1 1:30,58.5,6147.88,晴,20.4,2,0,89,0
2024/4/1 2:00,58.66,6020.26,晴,20.5,2,0,89,0
2024/4/1 2:30,59.04,5953.13,晴,20.6,2,0,89,0
2024/4/1 3:00,58.96,5884.8,晴,20.3,1,0,90,0
2024/4/1 3:30,58.47,5876.56,晴,20,0,0,91,0
2024/4/1 4:00,53.92,5869.43,晴,19.8,1,0,91,0
2024/4/1 4:30,58.33,5894.55,晴,19.6,2,0,91,0
2024/4/1 5:00,59.27,6023.5,晴,19.6,2,0,89.5,0
2024/4/1 5:30,68.87,6152.9,晴,19.6,2,0,88,0
2024/4/1 6:00,58.04,6300.58,晴,19.75,2,0,87,0
2024/4/1 6:30,58.66,6391.72,晴,19.9,2,0,86,0
2024/4/1 7:00,58.16,6410.88,晴,19.9,2.5,0,85.5,0
2024/4/1 7:30,32.01,6275.8,晴,19.9,3,0,85,0
2024/4/1 8:00,4.64,6070.41,晴,19.9,3,0,84.5,0
2024/4/1 8:30,4.17,5963.49,晴,19.9,3,0,84,0
2024/4/1 9:00,1.96,5693.54,晴,20.75,3,0,79,0
2024/4/1 9:30,28.3,5442.21,晴,21.6,3,10,74,10
2024/4/1 10:00,-12.05,5099.5,晴,23,3.5,10,67,10
2024/4/1 10:30,-22.78,4906.72,晴,24.4,4,0,60,0
2024/4/1 11:00,-10.07,4839.95,晴,25.1,4.5,0,56.5,0
2024/4/1 11:30,5.17,4916.26,晴,25.8,5,0,53,0
2024/4/1 12:00,4.25,4889.14,晴,27.05,5.5,0,49,0
2024/4/1 12:30,19.35,4926.49,晴,28.3,6,10,45,10
2024/4/1 13:00,20.44,5076.49,晴,28,6.5,10,46,10
2024/4/1 13:30,36.37,5320.43,晴,27.7,7,0,47,0
2024/4/1 14:00,30.45,5554.8,晴,27.85,7.5,0,46.5,0
2024/4/1 14:30,48.5,5982.37,晴,28,8,0,46,0
2024/4/1 15:00,64.3,6500.18,晴,27.6,8.5,0,45,0
2024/4/1 15:30,63.21,6963.86,晴,27.2,9,10,44,10
2024/4/1 16:00,74.89,7561.76,晴,27.35,9,10,45,10
2024/4/1 16:30,84,8150.19,晴,27.5,9,0,46,0
2024/4/1 17:00,105.93,8679.33,晴,26.45,9.5,0,51.5,0
2024/4/1 17:30,116.59,8903.39,晴,25.4,10,0,57,0
2024/4/1 18:00,118.57,8936.26,晴,24.9,9,0,62,0
2024/4/1 18:30,97.89,8794.74,晴,24.4,8,10,67,10
2024/4/1 19:00,95.94,8570.87,晴,23.95,8.5,10,69.5,10
2024/4/1 19:30,93.75,8372.88,晴,23.5,9,0,72,0
2024/4/1 20:00,86.92,8100.1,晴,23.45,8.5,0,70,0
2024/4/1 20:30,86.02,7892.25,晴,23.4,8,0,68,0
2024/4/1 21:00,69.82,7643.52,晴,23.45,8.5,0,68.5,0
2024/4/1 21:30,61.73,7486.41,晴,23.5,9,0,69,0
2024/4/1 22:00,69.66,7430.96,晴,23.25,9.5,0,72,0
2024/4/1 22:30,89.99,7348.47,晴,23,10,0,75,0
2024/4/1 23:00,76.94,7161.46,晴,22.8,8.5,0,75.5,0
2024/4/1 23:30,63.63,7039.51,晴,22.6,7,0,76,0
2024/4/2 0:00,61.09,6888.03,晴,22.4,6.5,0,75,0
2024/4/2 0:30,61.12,6745.85,晴,22.2,6,0,74,0
2024/4/2 1:00,49.27,6456.06,晴,22.1,5.5,0,73,0
2024/4/2 1:30,37.91,6200.81,晴,22,5,0,72,0
2024/4/2 2:00,37.09,6134.8,晴,21.65,5,0,73.5,0
2024/4/2 2:30,36.38,6017.21,晴,21.3,5,0,75,0
2024/4/2 3:00,36.26,6016.78,晴,21.05,5.5,0,77.5,0
2024/4/2 3:30,39.09,6022.94,晴,20.8,6,0,80,0
2024/4/2 4:00,39.46,6081.01,晴,20.9,5.5,0,79.5,0
2024/4/2 4:30,39.68,6257.59,晴,21,5,0,79,0
2024/4/2 5:00,35.21,6485.98,晴,20.75,5,0,78.5,0
2024/4/2 5:30,48.23,6921.46,晴,20.5,5,0,78,0
2024/4/2 6:00,57.52,7341.88,晴,20.6,5.5,0,78.5,0
2024/4/2 6:30,70.53,7693.11,多云,20.7,6,40,79,40
2024/4/2 7:00,59.36,7895.36,多云,20.85,6,40,78,40
2024/4/2 7:30,46.24,7843.23,晴,21,6,0,77,0
2024/4/2 8:00,24.09,7741.44,晴,21.55,5,0,74.5,0
2024/4/2 8:30,34.28,7889.23,晴,22.1,4,0,72,0
2024/4/2 9:00,5.38,7816.6,晴,22.55,4.5,0,67,0
2024/4/2 9:30,12.81,7580.99,阴,23,5,90,62,90
2024/4/2 10:00,25.29,7578.42,阴,22.65,5,90,64.5,90
2024/4/2 10:30,110.5,7767.05,晴,22.3,5,0,67,0
2024/4/2 11:00,73.72,7699.01,晴,23,5,0,67.5,0
2024/4/2 11:30,74.51,7774.28,晴,23.7,5,0,68,0
2024/4/2 12:00,58.53,7703.08,晴,23.4,6.5,0,70,0
2024/4/2 12:30,63.82,7589.47,阴,23.1,8,90,72,90
2024/4/2 13:00,30.18,7390.31,阴,22.55,9,90,77,90
2024/4/2 13:30,49.26,7221.57,晴,22,10,0,82,0
2024/4/2 14:00,-0.34,6828.89,晴,22.25,7.5,0,81,0
2024/4/2 14:30,-18.28,6391.91,晴,22.5,5,0,80,0
2024/4/2 15:00,-4.39,6404.67,晴,22.9,6,0,80,0
2024/4/2 15:30,24.87,6800.31,小雨,23.3,7,90,80,90
2024/4/2 16:00,33.99,7329.82,小雨,24.65,8,90,73.5,90
2024/4/2 16:30,21.52,7785.63,晴,26,9,0,67,0
2024/4/2 17:00,62.9,8336.39,晴,26.2,7.5,0,63.5,0
2024/4/2 17:30,49.49,8563.73,晴,26.4,6,0,60,0
2024/4/2 18:00,83.93,8694.33,晴,26.55,5.5,0,59,0
2024/4/2 18:30,90.93,8592.04,多云,26.7,5,50,58,50
2024/4/2 19:00,91.19,8480.26,多云,25.85,6,50,61,50
2024/4/2 19:30,86.54,8222.33,晴,25,7,0,64,0
2024/4/2 20:00,83.43,8048.97,晴,24.2,5.5,0,50,0
2024/4/2 20:30,77.63,7795.26,晴,23.4,4,0,36,0
2024/4/2 21:00,70.34,7490.36,晴,22.85,6.5,0,37.5,0
2024/4/2 21:30,82.29,7397.35,晴,22.3,9,25,39,25
2024/4/2 22:00,88.47,7351.26,晴,21.9,7.5,25,40,25
2024/4/2 22:30,90.09,7201.87,晴,21.5,6,0,41,0
2024/4/2 23:00,91.87,7109.26,晴,21.1,7.5,0,42.5,0
2024/4/2 23:30,84.15,7001.9,晴,20.7,9,0,44,0
2024/4/3 0:00,66.97,6863.3,晴,20.1,6.5,0,46,0
2024/4/3 0:30,67.69,6740.56,晴,19.5,4,0,48,0
2024/4/3 1:00,60.78,6543.9,晴,18.95,5,0,50,0
2024/4/3 1:30,62.6,6428.51,晴,18.4,6,0,52,0
2024/4/3 2:00,67.71,6204.57,晴,18.3,6.5,0,51.5,0
2024/4/3 2:30,76.54,6174.55,晴,18.2,7,0,51,0
2024/4/3 3:00,72.4,6101.19,晴,18.3,7,0,51.5,0
2024/4/3 3:30,80.64,6125.74,晴,18.4,7,0,52,0
2024/4/3 4:00,81.76,6173.79,晴,17.9,6.5,0,54,0
2024/4/3 4:30,92.8,6368.58,晴,17.4,6,0,56,0
2024/4/3 5:00,92.35,6602.8,晴,17.4,6,0,56.5,0
2024/4/3 5:30,97,7005.17,晴,17.4,6,0,57,0
2024/4/3 6:00,111.2,7407.94,晴,17.5,5,0,57.5,0
2024/4/3 6:30,125.93,7759.38,多云,17.6,4,40,58,40
2024/4/3 7:00,100.52,7838.54,多云,17.1,4,40,59,40
2024/4/3 7:30,59.42,7595.05,晴,16.6,4,0,60,0
2024/4/3 8:00,47.62,7156.71,晴,17.4,3.5,0,58.5,0
2024/4/3 8:30,51,6789.07,晴,18.2,3,0,57,0
2024/4/3 9:00,53.86,6438.19,晴,18.55,2.5,0,55.5,0
2024/4/3 9:30,47.45,6131.07,小雨,18.9,2,25,54,25
2024/4/3 10:00,19.13,5896.21,小雨,20.05,2.5,25,51,25
2024/4/3 10:30,37.29,5668.43,晴,21.2,3,0,48,0
2024/4/3 11:00,47.05,5604.85,晴,21.4,3,0,49.5,0
2024/4/3 11:30,51.2,5648.62,晴,21.6,3,0,51,0
2024/4/3 12:00,48.23,5609.82,晴,21.95,3.5,0,54,0
2024/4/3 12:30,53.83,5747.84,阴,22.3,4,90,57,90
2024/4/3 13:00,48.74,5881.96,阴,23.25,4.5,90,58,90
2024/4/3 13:30,70.96,5867.58,晴,24.2,5,0,59,0
2024/4/3 14:00,102.2,6165.09,晴,23.75,5.5,0,58.5,0
2024/4/3 14:30,88.48,6362.63,晴,23.3,6,0,58,0
2024/4/3 15:00,118.59,6614.68,晴,23.1,6.5,0,62,0
2024/4/3 15:30,100.12,6881,多云,22.9,7,60,66,60
2024/4/3 16:00,124.18,7160.69,多云,22.75,6.5,60,65.5,60
2024/4/3 16:30,149.41,7638.49,晴,22.6,6,0,65,0
2024/4/3 17:00,149.78,8097.76,晴,22.2,6.5,0,66.5,0
2024/4/3 17:30,186.01,8396.46,晴,21.8,7,0,68,0
2024/4/3 18:00,267.76,8574.32,晴,21.45,7,0,68,0
2024/4/3 18:30,254.71,8561.45,多云,21.1,7,40,68,40
2024/4/3 19:00,225.7,8446.71,多云,20.95,6,40,68.5,40
2024/4/3 19:30,158.81,8164.12,晴,20.8,5,0,69,0
2024/4/3 20:00,138.95,7968.69,晴,20.7,5,0,70,0
2024/4/3 20:30,128.47,7791.16,晴,20.6,5,0,71,0
2024/4/3 21:00,105.69,7574.48,晴,20.3,5,0,72,0
2024/4/3 21:30,145.79,7557.08,阴,20,5,90,73,90
2024/4/3 22:00,125.93,7430.81,阴,20.4,5,90,73,90
2024/4/3 22:30,129.42,7326.85,晴,20.8,5,0,73,0
2024/4/3 23:00,118.16,7236.1,晴,20.6,5,0,72,0
2024/4/3 23:30,110.93,7106.3,晴,20.4,5,0,71,0
2024/4/4 0:00,115.68,6997.43,晴,20.45,5,0,72,0
2024/4/4 0:30,90.59,6809.12,阴,20.5,5,90,73,90
2024/4/4 1:00,85.98,6641.75,阴,20.45,5.5,90,72.5,90
2024/4/4 1:30,80.47,6409.88,晴,20.4,6,0,72,0
2024/4/4 2:00,82.08,6272.04,晴,20.1,6,0,72.5,0
2024/4/4 2:30,82.26,6181.63,晴,19.8,6,0,73,0
2024/4/4 3:00,69.79,6142.35,晴,19.95,5.5,0,74,0
2024/4/4 3:30,68.44,6134.55,阴,20.1,5,100,75,100
2024/4/4 4:00,67.2,6247.59,阴,20,5,100,74,100
2024/4/4 4:30,77.01,6434.28,晴,19.9,5,0,73,0
2024/4/4 5:00,72.54,6660.27,晴,20.15,5,0,74,0
2024/4/4 5:30,77.84,7070.61,晴,20.4,5,0,75,0
2024/4/4 6:00,77.37,7510.07,晴,20.35,5.5,0,73.5,0
2024/4/4 6:30,95.63,7881.2,阴,20.3,6,90,72,90
2024/4/4 7:00,92.47,8165.76,阴,20.35,6.5,90,72.5,90
2024/4/4 7:30,72.86,8139.83,晴,20.4,7,0,73,0
2024/4/4 8:00,51.19,8065.81,晴,20.5,7,0,73,0
2024/4/4 8:30,50.64,8044.63,晴,20.6,7,0,73,0
2024/4/4 9:00,39.54,8086.01,晴,20.65,6.5,0,72,0
2024/4/4 9:30,65.46,8147.33,阴,20.7,6,90,71,90
2024/4/4 10:00,95.44,8082.85,阴,21.1,6.5,90,71,90
2024/4/4 10:30,64.49,7998.15,晴,21.5,7,0,71,0
2024/4/4 11:00,56.74,7953.5,晴,21.55,7.5,0,69.5,0
2024/4/4 11:30,65.25,7839.47,晴,21.6,8,0,68,0
2024/4/4 12:00,62.21,7796.6,晴,20.55,7,0,77,0
2024/4/4 12:30,81,7800.7,阴,19.5,6,90,86,90
2024/4/4 13:00,62.96,7800.03,阴,20,7,90,82.5,90
2024/4/4 13:30,57.65,7769.17,晴,20.5,8,0,79,0
2024/4/4 14:00,68.49,7775.81,晴,20.2,8.5,0,77,0
2024/4/4 14:30,65.41,7840.34,晴,19.9,9,0,75,0
2024/4/4 15:00,61.3,7965.3,晴,19.45,7.5,0,80,0
2024/4/4 15:30,57.7,8024.69,阴,19,6,100,85,100
2024/4/4 16:00,50.47,8266.68,阴,19.35,5.5,100,85,100
2024/4/4 16:30,65.11,8389.7,晴,19.7,5,0,85,0
2024/4/4 17:00,96.11,8632.5,晴,19.75,4.5,0,83.5,0
2024/4/4 17:30,82.13,8665.52,晴,19.8,4,0,82,0
2024/4/4 18:00,91.19,8682.53,晴,19.7,4,0,83.5,0
2024/4/4 18:30,96.02,8549.81,阴,19.6,4,90,85,90
2024/4/4 19:00,82.15,8425.79,阴,19.65,3,90,85.5,90
2024/4/4 19:30,84.05,8243.48,晴,19.7,2,0,86,0
2024/4/4 20:00,74.56,8116.12,晴,19.95,5,0,83.5,0
2024/4/4 20:30,60.84,7869.62,晴,20.2,8,0,81,0
2024/4/4 21:00,57.79,7566.91,晴,20,8,0,83.5,0
2024/4/4 21:30,60.59,7549.04,阴,19.8,8,90,86,90
2024/4/4 22:00,55.45,7431.03,阴,19.75,8,90,87,90
2024/4/4 22:30,97.9,7335.77,晴,19.7,8,0,88,0
2024/4/4 23:00,57.42,7307.04,晴,19.5,8.5,0,89.5,0
2024/4/4 23:30,57.1,7109.77,晴,19.3,9,0,91,0
2024/4/5 0:00,57.79,7055.13,晴,19.35,9,0,91.5,0
2024/4/5 0:30,57.33,6855.86,阴,19.4,9,100,92,100
2024/4/5 1:00,56,6646.1,阴,19.45,9,100,91,100
2024/4/5 1:30,56.22,6470.1,晴,19.5,9,0,90,0
2024/4/5 2:00,57.05,6315.07,晴,19.45,8,0,91.5,0
2024/4/5 2:30,56.73,6220.96,晴,19.4,7,0,93,0
2024/4/5 3:00,53.2,6153.43,晴,19.5,7,0,93,0
2024/4/5 3:30,52.36,6107.45,小雨,19.6,7,100,93,100
2024/4/5 4:00,54.98,6152.36,小雨,19.6,7.5,100,93.5,100
2024/4/5 4:30,57.4,6338.02,晴,19.6,8,0,94,0
2024/4/5 5:00,57.06,6569.05,晴,19.35,8,0,94,0
2024/4/5 5:30,63.75,6942.42,晴,19.1,8,0,94,0
2024/4/5 6:00,73.2,7365.53,晴,18.95,9.5,0,92,0
2024/4/5 6:30,78.66,7755.62,阴,18.8,11,100,90,100
2024/4/5 7:00,86.39,8077.21,阴,18.8,9.5,100,91.5,100
2024/4/5 7:30,94.44,8282.76,晴,18.8,8,0,93,0
2024/4/5 8:00,70.73,8305.63,晴,19,6.5,0,93.5,0
2024/4/5 8:30,79.17,8345.91,晴,19.2,5,0,94,0
2024/4/5 9:00,91.3,8455.76,晴,19.65,6,0,93,0
2024/4/5 9:30,65.46,8340.15,中雨,20.1,7,100,92,100
2024/4/5 10:00,51.18,8278.28,中雨,19.85,7,100,93.5,100
2024/4/5 10:30,95.6,8202.36,晴,19.6,7,0,95,0
2024/4/5 11:00,126.05,8340.33,晴,19.9,7.5,0,92.5,0
2024/4/5 11:30,70.79,8357.58,晴,20.2,8,0,90,0
2024/4/5 12:00,164.82,8288.52,晴,19.6,9,0,91,0
2024/4/5 12:30,87.98,8258.03,阴,19,10,100,92,100
2024/4/5 13:00,117.48,8147.42,阴,18.6,9.5,100,92.5,100
2024/4/5 13:30,80.41,8164.08,晴,18.2,9,0,93,0
2024/4/5 14:00,60.03,8093.83,晴,18,8,0,94,0
2024/4/5 14:30,56.27,8061.74,晴,17.8,7,0,95,0
2024/4/5 15:00,153.09,8258.67,晴,17.65,6.5,0,95.5,0
2024/4/5 15:30,127.12,8433.27,中雨,17.5,6,100,96,100
2024/4/5 16:00,91.42,8559.09,中雨,18.05,5,100,96,100
2024/4/5 16:30,79.51,8674.79,晴,18.6,4,0,96,0
2024/4/5 17:00,107.41,8817.84,晴,19.35,6,0,95,0
2024/4/5 17:30,87.9,8688.13,晴,20.1,8,0,94,0
2024/4/5 18:00,103.6,8717.69,晴,20.35,10,0,88,0
2024/4/5 18:30,82.26,8480.62,阴,20.6,12,100,82,100
2024/4/5 19:00,74.28,8258.32,阴,20.7,11.5,100,83,100
2024/4/5 19:30,72.1,8170.1,晴,20.8,11,0,84,0
2024/4/5 20:00,86.48,8045.51,晴,20.4,10.5,0,86,0
2024/4/5 20:30,78.3,7844.45,晴,20,10,0,88,0
2024/4/5 21:00,67.21,7633.44,晴,19.35,11,0,89,0
2024/4/5 21:30,74.1,7553.81,中雨,18.7,12,100,90,100
2024/4/5 22:00,77.13,7523.73,中雨,19.1,11,100,90,100
2024/4/5 22:30,72.91,7407.23,晴,19.5,10,0,90,0
2024/4/5 23:00,78.56,7313.35,晴,19.85,10.5,0,90,0
2024/4/5 23:30,77.91,7165.53,晴,20.2,11,0,90,0
2024/4/6 0:00,75.35,7011.4,晴,20,11,0,91,0
2024/4/6 0:30,76.99,6880.05,阴,19.8,11,100,92,100
2024/4/6 1:00,80.4,6684.24,阴,19.8,12,100,93.5,100
2024/4/6 1:30,66.72,6450.32,晴,19.8,13,0,95,0
2024/4/6 2:00,57.87,6264.59,晴,20.05,12.5,0,95.5,0
2024/4/6 2:30,71.85,6144.18,晴,20.3,12,0,96,0
2024/4/6 3:00,81.33,6054.88,晴,20.3,11.5,0,96,0
2024/4/6 3:30,80.52,6039.13,大雨,20.3,11,100,96,100
2024/4/6 4:00,88.82,6008.88,大雨,20.1,11,100,96,100
2024/4/6 4:30,83.13,6089.44,晴,19.9,11,0,96,0
2024/4/6 5:00,82.48,6140.82,晴,20.4,10,0,95.5,0
2024/4/6 5:30,93.5,6258.94,晴,20.9,9,0,95,0
2024/4/6 6:00,93.42,6446.87,晴,20.2,7,0,96.5,0
2024/4/6 6:30,103.88,6685.01,阴,19.5,5,100,98,100
2024/4/6 7:00,127.84,6857.88,阴,19.35,4,100,97.5,100
2024/4/6 7:30,115.75,7016.54,晴,19.2,3,0,97,0
2024/4/6 8:00,86.1,6822.99,晴,19.4,3.5,0,96.5,0
2024/4/6 8:30,95.3,6651.29,晴,19.6,4,0,96,0
2024/4/6 9:00,78.06,6345.13,晴,20.35,4,0,93.5,0
2024/4/6 9:30,73.6,6127.6,,21.1,4,75,91,75
2024/4/6 10:00,49.23,5798.26,,21.7,3.5,75,85.5,75
2024/4/6 10:30,34.12,5641.63,晴,22.3,3,0,80,0
2024/4/6 11:00,14.2,5422.53,晴,22.9,4,0,75.5,0
2024/4/6 11:30,19.18,5276.8,晴,23.5,5,0,71,0
2024/4/6 12:00,22.29,5073.87,晴,24.35,4.5,0,65.5,0
2024/4/6 12:30,18.33,5064.9,晴,25.2,4,25,60,25
2024/4/6 13:00,39.6,5096.06,晴,25.7,4,25,56,25
2024/4/6 13:30,39.06,5169.14,晴,26.2,4,0,52,0
2024/4/6 14:00,40.38,5290.16,晴,26.95,4,0,49.5,0
2024/4/6 14:30,55.13,5494.12,晴,27.7,4,0,47,0
2024/4/6 15:00,63.26,5914.14,晴,28.1,4.5,0,43.5,0
2024/4/6 15:30,79.65,6402.84,阴,28.5,5,10,40,10
2024/4/6 16:00,91.44,6969.95,阴,28.6,6,10,38,10
2024/4/6 16:30,106.45,7456.21,晴,28.7,7,0,36,0
2024/4/6 17:00,96.73,7911.63,晴,28.65,7,0,35.5,0
2024/4/6 17:30,144.9,8287.01,晴,28.6,7,0,35,0
2024/4/6 18:00,143.54,8425.33,晴,27.15,7,0,45.5,0
2024/4/6 18:30,128.47,8391.94,晴,25.7,7,10,56,10
2024/4/6 19:00,117.19,8218.98,晴,25.7,6,10,56.5,10
2024/4/6 19:30,112.26,7994.97,晴,25.7,5,0,57,0
2024/4/6 20:00,106.02,7858.73,晴,25.4,4.5,0,57.5,0
2024/4/6 20:30,114.6,7646.11,晴,25.1,4,0,58,0
2024/4/6 21:00,107.21,7460.61,晴,24.65,4.5,0,56.5,0
2024/4/6 21:30,115.67,7372.28,晴,24.2,5,10,55,10
2024/4/6 22:00,105.65,7287.7,晴,23.85,5,10,56,10
2024/4/6 22:30,113.99,7199.95,晴,23.5,5,0,57,0
2024/4/6 23:00,88.88,7052.51,晴,22.8,5,0,59,0
2024/4/6 23:30,107.66,6958.72,晴,22.1,5,0,61,0
2024/4/7 0:00,101.28,6794.82,晴,22.1,4,0,61.5,0
2024/4/7 0:30,84.77,6636.96,晴,22.1,3,0,62,0
2024/4/7 1:00,82.05,6383.42,晴,20.75,3,0,66.5,0
2024/4/7 1:30,86.8,6227.84,晴,19.4,3,0,71,0
2024/4/7 2:00,76.96,6074.9,晴,19.75,2.5,0,73.5,0
2024/4/7 2:30,85.08,5970.94,晴,20.1,2,0,76,0
2024/4/7 3:00,86.52,5892.33,晴,19.5,2,0,77,0
2024/4/7 3:30,85.15,5904.57,晴,18.9,2,0,78,0
2024/4/7 4:00,88.85,5904.14,晴,18.6,2,0,81,0
2024/4/7 4:30,86.77,5875.37,晴,18.3,2,0,84,0
2024/4/7 5:00,89.07,5928.97,晴,17.85,1,0,85.5,0
2024/4/7 5:30,86.74,5999.32,晴,17.4,0,0,87,0
2024/4/7 6:00,89.26,6077.82,晴,17.3,0,0,87.5,0
2024/4/7 6:30,86.48,6222.89,晴,17.2,0,0,88,0
2024/4/7 7:00,83.99,6361.52,晴,17.65,1,0,86.5,0
2024/4/7 7:30,75.18,6402.01,晴,18.1,2,10,85,10
2024/4/7 8:00,63.12,6269.21,晴,17.85,2.5,10,85,10
2024/4/7 8:30,70.67,6087.52,晴,17.6,3,0,85,0
2024/4/7 9:00,32.19,5781.51,晴,18.4,2.5,0,82.5,0
2024/4/7 9:30,37.65,5618.84,晴,19.2,2,0,80,0
2024/4/7 10:00,28.36,5362.21,晴,20.6,2.5,0,74,0
2024/4/7 10:30,11.92,5079.53,阴,22,3,40,68,40
2024/4/7 11:00,-1.89,4904.52,阴,23.1,3,40,63.5,40
2024/4/7 11:30,-2.09,4781.86,晴,24.2,3,0,59,0
2024/4/7 12:00,-16.22,4703.54,晴,25.15,3,0,52.5,0
2024/4/7 12:30,-20.95,4867.52,晴,26.1,3,0,46,0
2024/4/7 13:00,-8.72,5062.5,晴,25.85,3,0,46.5,0
2024/4/7 13:30,20.84,5350.99,晴,25.6,3,10,47,10
2024/4/7 14:00,16.54,5618.28,晴,26.2,3.5,10,49.5,10
2024/4/7 14:30,33.81,5949.26,晴,26.8,4,0,52,0
2024/4/7 15:00,49.24,6214.09,晴,26.55,4.5,0,49.5,0
2024/4/7 15:30,51.81,6569.96,晴,26.3,5,0,47,0
2024/4/7 16:00,50.17,6956.79,晴,25.85,4.5,0,48,0
2024/4/7 16:30,59.35,7287.44,多云,25.4,4,50,49,50
2024/4/7 17:00,130.52,7790.87,多云,25.3,4.5,50,48,50
2024/4/7 17:30,129.09,8203.23,晴,25.2,5,0,47,0
2024/4/7 18:00,133.26,8436.34,晴,24.7,4,0,50,0
2024/4/7 18:30,153.61,8453.81,晴,24.2,3,0,53,0
2024/4/7 19:00,141.68,8399.12,晴,24.1,2.5,0,53.5,0
2024/4/7 19:30,126.83,8130.42,阴,24,2,90,54,90
2024/4/7 20:00,95.73,7856.19,阴,22.65,2.5,90,68,90
2024/4/7 20:30,106.59,7676.85,晴,21.3,3,0,82,0
2024/4/7 21:00,89.5,7552.27,晴,21.1,3,0,83,0
2024/4/7 21:30,122.08,7375.69,晴,20.9,3,0,84,0
2024/4/7 22:00,111.97,7142.85,晴,20.8,3.5,0,82.5,0
2024/4/7 22:30,124.45,7100.47,晴,20.7,4,10,81,10
2024/4/7 23:00,125.67,6989.48,晴,20.25,3.5,10,80,10
2024/4/7 23:30,125.64,6887.36,晴,19.8,3,0,79,0
2024/4/8 0:00,118.08,6754.86,晴,19.7,1.5,0,75,0
2024/4/8 0:30,102.64,6633.23,晴,19.6,0,0,71,0
2024/4/8 1:00,108.84,6502.26,晴,19.65,1,0,72.5,0
2024/4/8 1:30,107.63,6339.15,多云,19.7,2,60,74,60
2024/4/8 2:00,89.23,6149.69,多云,19.3,2.5,60,76,60
2024/4/8 2:30,86.37,6061.44,晴,18.9,3,0,78,0
2024/4/8 3:00,85.59,5951.74,晴,18.75,3,0,77,0
2024/4/8 3:30,87.92,6002.47,晴,18.6,3,0,76,0
2024/4/8 4:00,89.65,5985.77,晴,18.25,4,0,76.5,0
2024/4/8 4:30,89.52,5990.01,晴,17.9,5,0,77,0
2024/4/8 5:00,90.73,6063.36,晴,17.95,3.5,0,76,0
2024/4/8 5:30,115.03,6334.55,晴,18,2,0,75,0
2024/4/8 6:00,116.29,6562.85,晴,18.1,3.5,0,74.5,0
2024/4/8 6:30,177.15,7048.54,晴,18.2,5,0,74,0
2024/4/8 7:00,162.72,7325.32,晴,17.75,4,0,76,0
2024/4/8 7:30,80.07,7273.98,晴,17.3,3,10,78,10
2024/4/8 8:00,72.43,7155.45,晴,17.65,3,10,77.5,10
2024/4/8 8:30,61.51,6907.04,晴,18,3,0,77,0
2024/4/8 9:00,55.1,6638.69,晴,19.1,3.5,0,74,0
2024/4/8 9:30,46.14,6382.8,晴,20.2,4,0,71,0
2024/4/8 10:00,12.6,6240.36,晴,20.65,4.5,0,76,0
2024/4/8 10:30,25.3,6022.69,阴,21.1,5,90,81,90
2024/4/8 11:00,15.41,5956.8,阴,21,5.5,90,81.5,90
2024/4/8 11:30,22.44,6014.08,晴,20.9,6,0,82,0
2024/4/8 12:00,39.08,6075.44,晴,21.25,5.5,0,80,0
2024/4/8 12:30,35.84,6115.84,晴,21.6,5,0,78,0
2024/4/8 13:00,44.47,6191.14,晴,21.45,5.5,0,75,0
2024/4/8 13:30,62.38,6520.97,多云,21.3,6,75,72,75
2024/4/8 14:00,83.1,6442.13,多云,21.85,5.5,75,70.5,75
2024/4/8 14:30,79.59,6773.17,晴,22.4,5,0,69,0
2024/4/8 15:00,113.11,7036.3,晴,22.15,5,0,69,0
2024/4/8 15:30,76.99,7161.55,晴,21.9,5,0,69,0
2024/4/8 16:00,59.75,7467.56,晴,22.3,5,0,66.5,0
2024/4/8 16:30,116.2,7835.93,阴,22.7,5,90,64,90
2024/4/8 17:00,159.98,8336.96,阴,22.45,4.5,90,66,90
2024/4/8 17:30,173.05,8704.13,晴,22.2,4,0,68,0
2024/4/8 18:00,183.26,8953.19,晴,22,4,0,67.5,0
2024/4/8 18:30,157.73,9034.55,晴,21.8,4,0,67,0
2024/4/8 19:00,120.79,8888.45,晴,21.15,3.5,0,71.5,0
2024/4/8 19:30,93.14,8524.1,多云,20.5,3,40,76,40
2024/4/8 20:00,77.7,8317.21,多云,20.85,3,40,75.5,40
2024/4/8 20:30,84.57,8102.29,晴,21.2,3,0,75,0
2024/4/8 21:00,90.72,7922.39,晴,20.85,1.5,0,75.5,0
2024/4/8 21:30,98.52,7749.83,晴,20.5,0,0,76,0
2024/4/8 22:00,95.85,7615.81,晴,19.95,2,0,80.5,0
2024/4/8 22:30,94.87,7545.06,晴,19.4,4,25,85,25
2024/4/8 23:00,121.53,7478.93,晴,19.3,3.5,25,84.5,25
2024/4/8 23:30,94.01,7344.27,晴,19.2,3,0,84,0
2024/4/9 0:00,82.83,7238.75,晴,19.2,3,0,83.5,0
2024/4/9 0:30,63.58,7048.1,晴,19.2,3,0,83,0
2024/4/9 1:00,71.71,6863.71,晴,19,3,0,83.5,0
2024/4/9 1:30,73.79,6684.72,晴,18.8,3,0,84,0
2024/4/9 2:00,76.27,6490.13,晴,18.5,3,0,85,0
